Date:;2021-11-02 15:22:03
Firmware Version:;0x0170;0x6552;0x0000;0x0000
EPOS Studio Version:;3.7.1.0
Index:;0x30D1;0x30D0;0x0000;0x0000
Subindex:;0x02;0x00;0x00;0x00
Max. samples:;478
Recorded samples:;478
Sampling period:;9.200
Scale:;0;False;500.000;0.000;-2,000.000;2,000.000
Scale:;1;False;500.000;0.000;-2,000.000;2,000.000
Trigger:;0;48.400000;"Parameter values";"Channel 2";"Rising above value"
TriggerAttributes:;1;4;0x30D0;0x00;2750.000000
;Current actual value;Current demand value
1214.400;902;990
1223.600;897;990
1232.800;1008;990
1242.000;957;990
1251.200;956;990
1260.400;1053;990
1269.600;977;990
1278.800;941;990
1288.000;848;990
1297.200;925;990
1306.400;994;990
1315.600;947;990
1324.800;917;990
1334.000;1015;990
1343.200;890;990
1352.400;959;990
1361.600;823;990
1370.800;946;990
1380.000;844;990
1389.200;1022;990
1398.400;1012;990
1407.600;883;990
1416.800;1064;990
1426.000;991;990
1435.200;951;990
1444.400;929;990
1453.600;881;990
1462.800;895;990
1472.000;800;990
1481.200;1001;990
1490.400;988;990
1499.600;883;990
1508.800;845;990
1518.000;908;990
1527.200;930;990
1536.400;1035;990
1545.600;966;990
1554.800;984;990
1564.000;862;990
1573.200;1023;990
1582.400;1019;990
1591.600;897;990
1600.800;977;990
1610.000;765;990
1619.200;990;990
1628.400;756;990
1637.600;969;990
1646.800;909;990
1656.000;1078;990
1665.200;926;990
1674.400;931;990
1683.600;934;990
1692.800;997;990
1702.000;1018;990
1711.200;1055;990
1720.400;914;990
1729.600;885;990
1738.800;956;990
1748.000;1035;990
1757.200;998;990
1766.400;974;990
1775.600;843;990
1784.800;879;990
1794.000;778;990
1803.200;1053;990
1812.400;933;990
1821.600;1017;990
1830.800;844;990
1840.000;910;990
1849.200;946;990
1858.400;930;990
1867.600;1075;990
1876.800;1034;990
1886.000;876;990
1895.200;932;990
1904.400;807;990
1913.600;967;990
1922.800;981;990
1932.000;1016;990
1941.200;924;990
1950.400;907;990
1959.600;869;990
1968.800;996;990
1978.000;962;990
1987.200;956;990
1996.400;648;990
2005.600;-554;-990
2014.800;-802;-990
2024.000;-1093;-990
2033.200;-780;-990
2042.400;-941;-990
2051.600;-830;-990
2060.800;-986;-990
2070.000;-895;-990
2079.200;-780;-990
2088.400;-740;-990
2097.600;-889;-990
2106.800;-782;-990
2116.000;-948;-990
2125.200;-791;-990
2134.400;-827;-990
2143.600;-995;-990
2152.800;-968;-990
2162.000;-773;-990
2171.200;-896;-990
2180.400;-993;-990
2189.600;-1035;-990
2198.800;-905;-990
2208.000;-880;-990
2217.200;-744;-990
2226.400;-842;-990
2235.600;-911;-990
2244.800;-828;-990
2254.000;-818;-990
2263.200;-1007;-990
2272.400;-956;-990
2281.600;-847;-990
2290.800;-832;-990
2300.000;-919;-990
2309.200;-937;-990
2318.400;-978;-990
2327.600;-748;-990
2336.800;-902;-990
2346.000;-970;-990
2355.200;-911;-990
2364.400;-819;-990
2373.600;-871;-990
2382.800;-830;-990
2392.000;-810;-990
2401.200;-900;-990
2410.400;-1018;-990
2419.600;-970;-990
2428.800;-960;-990
2438.000;-980;-990
2447.200;-962;-990
2456.400;-996;-990
2465.600;-1018;-990
2474.800;-952;-990
2484.000;-918;-990
2493.200;-960;-990
2502.400;-944;-990
2511.600;-947;-990
2520.800;-950;-990
2530.000;-979;-990
2539.200;-979;-990
2548.400;-903;-990
2557.600;-948;-990
2566.800;-1075;-990
2576.000;-944;-990
2585.200;-929;-990
2594.400;-858;-990
2603.600;-853;-990
2612.800;-907;-990
2622.000;-835;-990
2631.200;-891;-990
2640.400;-858;-990
2649.600;-916;-990
2658.800;-1011;-990
2668.000;-977;-990
2677.200;-982;-990
2686.400;-871;-990
2695.600;-1003;-990
2704.800;-1010;-990
2714.000;-823;-990
2723.200;-1003;-990
2732.400;-972;-990
2741.600;-1043;-990
2750.800;-861;-990
2760.000;-1068;-990
2769.200;-904;-990
2778.400;-931;-990
2787.600;-966;-990
2796.800;-973;-990
2806.000;-936;-990
2815.200;-1038;-990
2824.400;-842;-990
2833.600;-955;-990
2842.800;-1041;-990
2852.000;-972;-990
2861.200;-956;-990
2870.400;-1013;-990
2879.600;-1013;-990
2888.800;-920;-990
2898.000;-991;-990
2907.200;-1021;-990
2916.400;-948;-990
2925.600;-886;-990
2934.800;-869;-990
2944.000;-1074;-990
2953.200;-1012;-990
2962.400;-888;-990
2971.600;-993;-990
2980.800;-942;-990
2990.000;-829;-990
2999.200;-1048;-990
3008.400;-73;0
3017.600;-71;0
3026.800;-67;0
3036.000;2;0
3045.200;-11;0
3054.400;-106;0
3063.600;40;0
3072.800;-43;0
3082.000;48;0
3091.200;-77;0
3100.400;-25;0
3109.600;-102;0
3118.800;-77;0
3128.000;-90;0
3137.200;-84;0
3146.400;-35;0
3155.600;-65;0
3164.800;-44;0
3174.000;-23;0
3183.200;-41;0
3192.400;-52;0
3201.600;-154;0
3210.800;-15;0
3220.000;-10;0
3229.200;-65;0
3238.400;-19;0
3247.600;52;0
3256.800;-14;0
3266.000;-82;0
3275.200;-15;0
3284.400;-48;0
3293.600;-11;0
3302.800;7;0
3312.000;-29;0
3321.200;-52;0
3330.400;72;0
3339.600;-5;0
3348.800;-95;0
3358.000;7;0
3367.200;-27;0
3376.400;-65;0
3385.600;11;0
3394.800;-46;0
3404.000;-42;0
3413.200;-84;0
3422.400;-12;0
3431.600;-6;0
3440.800;1;0
3450.000;-72;0
3459.200;-110;0
3468.400;-49;0
3477.600;-87;0
3486.800;-86;0
3496.000;-11;0
3505.200;-62;0
3514.400;-38;0
3523.600;40;0
3532.800;18;0
3542.000;-40;0
3551.200;10;0
3560.400;4;0
3569.600;-35;0
3578.800;34;0
3588.000;14;0
3597.200;-10;0
3606.400;-23;0
3615.600;-80;0
3624.800;19;0
3634.000;-9;0
3643.200;-138;0
3652.400;-73;0
3661.600;-66;0
3670.800;-8;0
3680.000;-63;0
3689.200;-11;0
3698.400;-28;0
3707.600;-74;0
3716.800;21;0
3726.000;-46;0
3735.200;-9;0
3744.400;-5;0
3753.600;-63;0
3762.800;-81;0
3772.000;-16;0
3781.200;-30;0
3790.400;-7;0
3799.600;-25;0
3808.800;-21;0
3818.000;-19;0
3827.200;-30;0
3836.400;27;0
3845.600;31;0
3854.800;-67;0
3864.000;-107;0
3873.200;-68;0
3882.400;-8;0
3891.600;-8;0
3900.800;-38;0
3910.000;-11;0
3919.200;-24;0
3928.400;43;0
3937.600;12;0
3946.800;70;0
3956.000;-3;0
3965.200;28;0
3974.400;-27;0
3983.600;-22;0
3992.800;51;0
4002.000;-24;0
4011.200;-9;0
4020.400;-43;0
4029.600;-19;0
4038.800;25;0
4048.000;-3;0
4057.200;28;0
4066.400;25;0
4075.600;-24;0
4084.800;30;0
4094.000;9;0
4103.200;9;0
4112.400;25;0
4121.600;9;0
4130.800;22;0
4140.000;9;0
4149.200;46;0
4158.400;9;0
4167.600;9;0
4176.800;-19;0
4186.000;-27;0
4195.200;-1;0
4204.400;-27;0
4213.600;15;0
4222.800;22;0
4232.000;-24;0
4241.200;-40;0
4250.400;9;0
4259.600;30;0
4268.800;25;0
4278.000;7;0
4287.200;7;0
4296.400;7;0
4305.600;-30;0
4314.800;-24;0
4324.000;15;0
4333.200;-6;0
4342.400;-43;0
4351.600;-19;0
4360.800;28;0
4370.000;33;0
4379.200;12;0
4388.400;-9;0
